作者,段子内容 
吃了两碗又盛,去卖废纸箱，应得37元，废品站的老板娘抬头看了看天，然后递给我一百元，让我给她找零。这我哪有啊，让她微信转给我，她说:手机留家里给孩子上网课了，不然我去换零钱你在这等着？我同意了。老板娘换了身干净衣服跑出去了，她前脚刚走，天就下雨了，淅淅沥沥下了四十多分钟，雨停了老板娘才回来。后来，我脑瓜子突然嗡了一下，我那时是不是给人家看店了？
依丽若水,不太紧张了，逛逛吃个小饭。天热人又不多，就没戴口.罩。。正说的热闹，忽然老公眼直了。我转头去看，美 女一枚、白皙纤瘦，穿着吊带的修身裙子，竟然还挺沣 满。回头看老公，却飞快把口.罩捂在嘴上。我噗呲一笑“没想到，你敬.惕性还挺高的”他含糊不清嘟囔：“丽丽，我怕我流哈喇子直接流下来…”[捂脸][捂脸]尼煤的
吃了两碗又盛,媳妇半月前发现了个购药平台，给我买了去扁平疣的药膏，我天天涂抹，感觉脸上的疣体快掉了，心里挺高兴。昨天又到了三盒胃药让我吃，我就奇怪了，我胃口这么好，哪来的胃病？媳妇解释说:你吃就完了，打特价呢，买两盒赠一盒，我听了隐隐有些担忧
夏有凉风秋望月,小姨昨晚说给我介绍一对象，今天要带来家里看看！老妈特别开心，叨咕着，能不能嫁出去就看这一个了……这不，一大早上，跟着老妈去市场买菜，我拉着小车跟在老妈后面走，市场的人还真是很多，老妈也买了一大堆好吃的往我的小车上放，我就低着头玩手机，一不小心，我踩到一个人的脚，出于本能，连忙说声对不起，那人一边跳着脚，一边咧着嘴说没事儿，还关心的问我有没有硌到脚？……我以为是我的春天来了，一抬头，居然是前男友……
a依然美好,每当我想知道这个月有没有31号时，就会在心里默念“一三五七八十腊，三十一天永不差”。[捂脸]
人间十月雪,每当我想知道这个月有没有31号时，就会在心里默念“一三五七八十腊，三十一天永不差”。[捂脸]
晴～风,人家17岁就当网红，开超跑。我三十几岁还在群里抢0.01的红包，忘了说谢谢被移出了群聊～
冰清素云,前几年碰到学生时期追我的一个男生（小林），跟他打过招呼后，小林看着我说:这么多年没见，看你变化挺大的，早知道等你毕业再结婚了（他后来没上学），现在想想真是有点后悔。我赶紧安慰他:别责怪自己了，过去的事儿就让它过去吧，你现在孩子都有了，多幸福啊，不像我，还是单 身 狗一个。小林听了哈哈一笑:你还单身啊，那我更后悔了，早知道今天把我老婆孩子都带来，让你看看什么是幸福一家人……
花落彼岸～任逍遥,我老爸喜欢喝酒，小时候有一次给我钱让买二斤zhu 肝 下酒，结果我买回来还挨顿揍，一边打我一边骂:“让你买下酒菜你买个竹竿，你是不是知道我要打你而没有趁手的东西呀……
沃土秋实,最合适的婚姻:一屋两人，三餐四季，狗在跑，我在闹，你在笑。夏天的傍晚一起散步，回家的路上顺手买一个西瓜，你说“太重我来提吧”。
夏有凉风秋望月,老爸老妈二十多年了一直相敬如宾，从来不        见他们吵架。我问老妈：你和俺爸咋保持的？老妈笑着说：还不是因为你？我发火会揍人，就想打你，你爸马上认怂！反之，惹你爸生气了，你爸想打你，我马上认错！……哇噻，想不到老爸老妈对我这么好！老妈停顿了一下又说：我们当初不小有了你，然后一致决定把你生下来，没事揍着玩！直到有一天，发觉不能再打了，再打就傻了，嫁不出去了……
石头，剪刀，破布,今天早上村里大喇叭喊以后村里要实行火zang了，上午街上一群老头老太太聊天，打赌看谁能先去见马克思，挣那个村里补贴的前十名的三千元钱💰奖励。
义行天下7,老婆买了两个炸 鸡 腿，给十二岁大儿子一个，然后又给五岁儿子一个，说是不偏不向，公平对待！一会老婆说地板脏了，让大儿子吃完鸡 腿把地板拖一遍，大儿子满脸不悦道:妈妈，既然对我和弟弟一样看待，那地板一会我和弟弟一人拖一半吧！熊孩子真会扯……
空城旧梦她与伞,初中时，家里养了一条小黑狗，每天我放学时，它都会跑到校门口接我。那天，家里煲了排骨，小黑一直围在我身边摇头摆尾，想吃骨头。可那天是用高压锅煲的排骨，骨头都煲烂了，我是连骨头都啃啦，没吃到骨头的小黑，哀怨的望了我一眼，走了。第二天，小黑仍然和往常一样，来校门口接我，我看时间还早，和几个同学约着去网吧打一盘游戏。小黑在网吧外面转了一圈，不见了，我也不以为意。半小时后，小黑回来了，后面跟着一个女人，一个拿着竹棍，怒气冲冲的女人。
姐姐掉沟里了,儿子说他不想和英子好了。英子说了，如果他长大了敢不听话，就要揍他，还要让他跪搓衣板，跪石子，跪瓦渣……我看着儿子气鼓鼓的小脸，很是无语：你是个男人诶！怎么能怕一个女人呢？儿子反驳说：我爸爸不是男人啊？还不是你想打就打，想骂就骂，你让他跪着，他都不敢站起来！停了停，儿子又说：如果英子长大了，比你还恶，我就si定了！！！
诺诺真漂亮,老爸在玩手机，我凑过去看，刚好看到系统推荐的几个认识的人，老爸一一点了关注，就是没有关注我，我急了：爸，爸，你看，刚刚你划过去那个人是我，是我，你咋不关注啊！老妈在一边说：知道是你！你爸说，他的几个老伙计天天在一块没事就刷，人家都晒闺女，人家闺女好看的不得了，就你最丑！他都不好意思关注你，对了，你爸关注了你舅舅家那个小表姐，就最漂亮那个，天天对外吹嘘是他闺女呢，你一会出去捂严实点，别被楼下你爸那几个老伙计看到啊！
-小门神~,老爸在玩手机，我凑过去看，刚好看到系统推荐的几个认识的人，老爸一一点了关注，就是没有关注我，我急了：爸，爸，你看，刚刚你划过去那个人是我，是我，你咋不关注啊！老妈在一边说：知道是你！你爸说，他的几个老伙计天天在一块没事就刷，人家都晒闺女，人家闺女好看的不得了，就你最丑！他都不好意思关注你，对了，你爸关注了你舅舅家那个小表姐，就最漂亮那个，天天对外吹嘘是他闺女呢，你一会出去捂严实点，别被楼下你爸那几个老伙计看到啊！
撞死一只羊,同学找我，说他老爸住 院了，向我借两千应急。刚转完钱，我惊讶地看见他老爸迎面走来！于是问他：阿叔，你儿子……话还没说完呢，他老爸急着说：别提了，他住院了！对了，可以借我两千吗？
吃了两碗又盛,媳妇生气不理我，我也不理她。她拿出一袋核桃，找到核桃钳子啪在旁边，徒手剥壳，一捏即裂。听着核桃的碎裂声，我突然想到男人还是应该气度大一些，和谐家庭从我做起，，，，
捡尸大队大队长,昨天下午闲来无事在公园旁溜达。突然，路边一擦皮鞋的大姐叫住了我：帅哥，擦下皮鞋吧，只要5块钱！我面露难色：可……可我鞋子是上星期刚买的，新着呢……但转念一想，每个人生活都不容易，通过自己辛勤劳动赚的钱都值得让人尊重！就当做善事吧。擦就擦！ 我坐在小板凳上，大姐拿出抹布，鞋油……娴熟地擦了起来， 片刻只见大姐眼眶湿红，一边抽搐着鼻子一边说：帅哥，你得多加3块精神损失费给我呀！你这鞋真特么辣眼睛！ 我：……套路，全是套路……
逗b聚乐部,人死了，就变成一个星星。干嘛变成星星呀？给走夜道儿的人照个亮儿……致敬英雄
空城旧梦她与伞,邻居家昨晚杀猪，送了我家一点肉，一点猪血。打算早餐做个猪血粉。在厨房里一不留神，手指被刀划破了一点皮，有两滴血落在了猪血里。痛的我哎哟一声，六岁的女儿听到声音跑过来，看到这情景疑惑的说道：爸爸，这是不是电视里放的滴血认亲啊？你和这只猪是不是亲兄弟啊？
吃了两碗又盛,大姐过生日，我和姐夫去买菜，顺便订个蛋糕。蛋糕师问做什么造型的，我想了一下说:我姐姐属猪的，做个猪的造型放在中间，周围花朵点缀一下，再写上生日快乐。姐夫听完点点头:就这么做，，嗯，做个母猪，，我媳妇是女的。
出门太难,以前喜欢上了本厂的一个女工，不敢表白，就央求当质检员的表哥帮忙撮合下，并且托他捎去我写的好几封情书！。。几年后，我去表哥家看望二姨和二姨父。表嫂，也就是那个女工，抱​着他们三岁的儿子，说起了他们的罗曼史，盛赞表哥文笔不错，当年写的情书如何如何板扎，深深打动了她的心！然后声情并茂的背诵了几大段给我听。。我惊呆了！特么的，那不是当年劳资写的吗，怎么变成表哥的了？！。。。​
骑着二哈啃黄瓜,部门有个重要岗位的菇凉急辞，我心里急着招人移交她的工作。面试了五六个，感觉有一个很不错，为了让她早点入职，在人事通知她明天入职后，我感觉怕她不来，私底下又给你打了个电话鼓励她明天早点来。这不，今天告诉我们不来了，说本来她想来报到的，但是我们这里太热情了，她怀疑我们是搞船消和炸片的。。。
五少爷的刀,部门有个重要岗位的菇凉急辞，我心里急着招人移交她的工作。面试了五六个，感觉有一个很不错，为了让她早点入职，在人事通知她明天入职后，我感觉怕她不来，私底下又给你打了个电话鼓励她明天早点来。这不，今天告诉我们不来了，说本来她想来报到的，但是我们这里太热情了，她怀疑我们是搞船消和炸片的。。。
z&L我们…,要买罩，想咨询客服一些问题，于是就问：在吗亲？本以为那边会回复：在呢亲！有什么问题可以帮您？谁想那边竟然说：骚货~要哪款！
姐姐掉沟里了,我骗儿子说他是我从垃圾桶里捡到的，儿子竟然相信了！跟我去逛街的时候，见到一个垃圾桶就问：是这个吗？是这个吗？。。一连问了六、七个，我都说不是。儿子赌气不走了：我不跟你走了！你把生我的垃圾桶，弄丢了！我只好指着前面不远处的垃圾桶说：喏，是前面那个！儿子一听，扔下我，跑了过去，用手摸着垃圾桶喊：妈妈，妈妈，我想你了！我哭笑不得，走过去把儿子抱起来，说：妈妈骗你的！你不是捡到的，是妈妈生的！儿子好奇的问我：怎么生的？生在垃圾桶里吗？我头疼了！。。。​
